pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
Kepler-138,c,"Kepler-138 c",Transit,0,3,13.7813,0.0001,-0.0001,0,9,,,,,2,,,,,3,,,,,1,0.0062,0.00602,-0.00352,0,4,Mass,0.107,0.006,-0.006,0,9,6.2,5.8,-3.4,0,3,1,1,0,19h21m31.57s,+43d17m34.7s,290.381547,1.7E-5,43.292973,1.7E-5,2,66.99,0.11,-0.11,0,4,12.925,,0,Kepler-band,12.472,,0,3841,49,-49,0,10,0.52,0.06,-0.06,0,9,0.44,0.02,-0.02,0,11,2,2015-06-17,Kepler
Kepler-138,d,"Kepler-138 d",Transit,0,3,23.0881,0.0009,-0.0008,0,7,,,,,2,,,,,3,,,,,1,0.00201,0.00212,-0.00122,0,3,Mass,0.108,0.007,-0.007,0,8,2.1,2.2,-1.2,0,3,1,1,0,19h21m31.57s,+43d17m34.7s,290.381547,1.7E-5,43.292973,1.7E-5,2,66.99,0.11,-0.11,0,4,12.925,,0,Kepler-band,12.472,,0,3841,49,-49,0,10,0.52,0.06,-0.06,0,9,0.44,0.02,-0.02,0,11,2,2015-06-17,Kepler
Kepler-139,b,"Kepler-139 b",Transit,0,2,15.771044,3.7E-5,-3.7E-5,0,4,0.127,,,0,1,,,,,0,,,,,0,,,,,0,,0.262,0.051,-0.051,0,3,,,,,0,0,1,0,18h49m34.07s,+43d53m21.7s,282.391957,1.7E-5,43.889351,1.7E-5,2,395.45,4.26,-4.26,0,3,12.701,,0,Kepler-band,12.677,,0,5594,100,-100,0,6,,,,,2,1.3,0.25,-0.25,0,6,1,2014-05-14,Kepler
Kepler-139,c,"Kepler-139 c",Transit,0,2,157.072878,0.00172,-0.00172,0,4,0.586,,,0,1,,,,,0,,,,,0,,,,,0,,0.302,0.062,-0.062,0,3,,,,,0,1,1,0,18h49m34.07s,+43d53m21.7s,282.391957,1.7E-5,43.889351,1.7E-5,2,395.45,4.26,-4.26,0,3,12.701,,0,Kepler-band,12.677,,0,5594,100,-100,0,6,,,,,2,1.3,0.25,-0.25,0,6,1,2014-05-14,Kepler
Kepler-140,b,"Kepler-140 b",Transit,0,2,3.25427,8.0E-6,-8.0E-6,0,4,0.045,,,0,1,,,,,0,,,,,0,,,,,0,,0.144,0.028,-0.028,0,3,,,,,0,0,1,0,19h09m28.67s,+46d46m05.6s,287.369468,1.7E-5,46.768213,1.7E-5,2,593.8,7.2,-7.2,0,3,12.996,,0,Kepler-band,12.941,,0,6077,136,-136,0,6,,,,,1,1.29,0.24,-0.24,0,6,1,2014-05-14,Kepler
Kepler-140,c,"Kepler-140 c",Transit,0,2,91.353282,0.00137,-0.00137,0,4,0.414,,,0,1,,,,,0,,,,,0,,,,,0,,0.161,0.031,-0.031,0,3,,,,,0,0,1,0,19h09m28.67s,+46d46m05.6s,287.369468,1.7E-5,46.768213,1.7E-5,2,593.8,7.2,-7.2,0,3,12.996,,0,Kepler-band,12.941,,0,6077,136,-136,0,6,,,,,1,1.29,0.24,-0.24,0,6,1,2014-05-14,Kepler
Kepler-141,b,"Kepler-141 b",Transit,0,2,3.107675,2.2E-5,-2.2E-5,0,3,0.039,,,0,1,,,,,0,,,,,0,,,,,0,,0.062,0.004,-0.004,0,3,,,,,0,0,1,0,19h51m53.02s,+47d43m54.0s,297.970897,1.7E-5,47.731678,1.7E-5,2,303.83,1.32,-1.32,0,3,13.448,,0,Kepler-band,13.421,,0,4910,100,-100,0,6,,,,,2,0.79,0.04,-0.04,0,6,1,2014-05-14,Kepler
Kepler-141,c,"Kepler-141 c",Transit,0,2,7.010606,2.0E-5,-2.0E-5,0,4,0.067,,,0,1,,,,,0,,,,,0,,,,,0,,0.126,0.008,-0.008,0,3,,,,,0,0,1,0,19h51m53.02s,+47d43m54.0s,297.970897,1.7E-5,47.731678,1.7E-5,2,303.83,1.32,-1.32,0,3,13.448,,0,Kepler-band,13.421,,0,4910,100,-100,0,6,,,,,2,0.79,0.04,-0.04,0,6,1,2014-05-14,Kepler
Kepler-142,b,"Kepler-142 b",Transit,0,3,2.024152,3.0E-6,-3.0E-6,0,4,0.032,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.035,-0.035,0,3,,,,,0,0,1,0,19h40m28.54s,+48d28m52.6s,295.118899,1.7E-5,48.481281,1.7E-5,2,557.51,4.2,-4.2,0,3,13.203,,0,Kepler-band,13.197,,0,5790,100,-100,0,6,,,,,2,1.27,0.24,-0.24,0,6,1,2014-05-14,Kepler
Kepler-142,c,"Kepler-142 c",Transit,0,3,4.761702,5.0E-6,-5.0E-6,0,4,0.057,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.049,-0.049,0,3,,,,,0,0,1,0,19h40m28.54s,+48d28m52.6s,295.118899,1.7E-5,48.481281,1.7E-5,2,557.51,4.2,-4.2,0,3,13.203,,0,Kepler-band,13.197,,0,5790,100,-100,0,6,,,,,2,1.27,0.24,-0.24,0,6,1,2014-05-14,Kepler
Kepler-142,d,"Kepler-142 d",Transit,0,3,41.809118,0.000562,-0.000562,0,4,0.242,,,0,1,,,,,0,,,,,0,,,,,0,,0.193,0.042,-0.042,0,3,,,,,0,1,1,0,19h40m28.54s,+48d28m52.6s,295.118899,1.7E-5,48.481281,1.7E-5,2,557.51,4.2,-4.2,0,3,13.203,,0,Kepler-band,13.197,,0,5790,100,-100,0,6,,,,,2,1.27,0.24,-0.24,0,6,1,2014-05-14,Kepler
Kepler-143,b,"Kepler-143 b",Transit,0,2,16.007583,9.3E-5,-9.3E-5,0,2,0.127,,,0,1,,,,,0,,,,,0,,,,,0,,0.215,0.054,-0.054,0,3,,,,,0,0,1,0,19h52m16.25s,+49d24m45.4s,298.067706,1.7E-5,49.412605,1.7E-5,2,828.71,11.66,-11.66,0,3,13.77,,0,Kepler-band,13.706,,0,5848,168,-168,0,6,,,,,1,1.36,0.32,-0.32,0,6,1,2014-05-14,Kepler
Kepler-143,c,"Kepler-143 c",Transit,0,2,27.082511,0.000169,-0.000169,0,3,0.181,,,0,1,,,,,0,,,,,0,,,,,0,,0.301,0.075,-0.075,0,3,,,,,0,0,1,0,19h52m16.25s,+49d24m45.4s,298.067706,1.7E-5,49.412605,1.7E-5,2,828.71,11.66,-11.66,0,3,13.77,,0,Kepler-band,13.706,,0,5848,168,-168,0,6,,,,,1,1.36,0.32,-0.32,0,6,1,2014-05-14,Kepler
Kepler-144,b,"Kepler-144 b",Transit,0,2,5.885273,2.0E-5,-2.0E-5,0,5,0.066,,,0,2,,,,,0,,,,,0,,,,,0,,0.119,0.023,-0.023,0,4,,,,,0,0,1,0,18h47m39.76s,+42d46m31.8s,281.915678,1.7E-5,42.775513,1.7E-5,2,389.22,3.28,-3.28,0,3,11.992,,0,Kepler-band,11.944,,0,6075,131,-131,0,7,,,,,3,1.24,0.24,-0.24,0,7,1,2014-05-14,Kepler
Kepler-144,c,"Kepler-144 c",Transit,0,2,10.104665,4.3E-5,-4.3E-5,0,5,0.094,,,0,2,,,,,0,,,,,0,,,,,0,,0.12,0.023,-0.023,0,4,,,,,0,0,1,0,18h47m39.76s,+42d46m31.8s,281.915678,1.7E-5,42.775513,1.7E-5,2,389.22,3.28,-3.28,0,3,11.992,,0,Kepler-band,11.944,,0,6075,131,-131,0,7,,,,,3,1.24,0.24,-0.24,0,7,1,2014-05-14,Kepler
Kepler-145,b,"Kepler-145 b",Transit,0,2,22.951,,,0,5,,,,,0,,,,,1,,,,,0,0.117,0.036,-0.036,0,1,Mass,0.236,0.007,-0.007,0,4,,,,,0,1,1,0,19h25m33.06s,+44d31m44.8s,291.387762,1.7E-5,44.529106,1.7E-5,2,576.15,8.47,-8.47,0,3,11.931,,0,Kepler-band,11.875,,0,6022,,,0,5,1.28,,,0,4,1.98,,,0,7,1,2014-05-14,Kepler
Kepler-145,c,"Kepler-145 c",Transit,0,2,42.882,,,0,5,,,,,0,,,,,1,,,,,0,0.25,0.052,-0.052,0,1,Mass,0.385,0.011,-0.011,0,4,,,,,0,1,1,0,19h25m33.06s,+44d31m44.8s,291.387762,1.7E-5,44.529106,1.7E-5,2,576.15,8.47,-8.47,0,3,11.931,,0,Kepler-band,11.875,,0,6022,,,0,5,1.28,,,0,4,1.98,,,0,7,1,2014-05-14,Kepler
Kepler-146,b,"Kepler-146 b",Transit,0,2,31.158799,7.9E-5,-7.9E-5,0,4,0.2,,,0,1,,,,,0,,,,,0,,,,,0,,0.331,0.062,-0.062,0,3,,,,,0,0,1,0,19h36m26.58s,+38d42m36.8s,294.110756,1.7E-5,38.71023,1.7E-5,2,731.81,9.66,-9.66,0,3,13.838,,0,Kepler-band,13.803,,0,5948,100,-100,0,6,,,,,1,1.21,0.23,-0.23,0,6,1,2014-05-14,Kepler
HAT-P-38,b,"HAT-P-38 b",Transit,0,1,4.640382,3.2E-5,-3.2E-5,0,3,0.0523,0.0009,-0.0009,0,2,0.067,0.047,-0.047,0,2,88.3,0.7,-0.7,0,2,0.267,0.02,-0.02,0,2,Mass,0.825,0.092,-0.063,0,2,0.59,0.16,-0.16,0,2,0,0,0,02h21m31.98s,+32d14m46.1s,35.383234,1.9E-5,32.246151,1.7E-5,1,249,26,-19,0,2,12.557,0.094,0,"V (Johnson)",12.302,,0,5330,100,,0,3,0.89,0.04,,0,2,0.92,0.1,,0,3,0,2014-05-14,HATNet
HAT-P-39,b,"HAT-P-39 b",Transit,0,1,3.54387,5.0E-6,-5.0E-6,0,2,0.0509,0.0006,-0.0006,0,2,0,,,0,2,87,1,-1,0,2,0.599,0.099,-0.099,0,2,Mass,1.571,0.108,-0.081,0,2,0.19,0.04,-0.04,0,2,0,0,0,07h35m01.98s,+17d49m48.3s,113.758247,1.7E-5,17.830082,1.7E-5,1,642,29,-29,0,2,12.422,,0,"V (Johnson)",12.227,,0,6430,100,,0,3,1.4,0.05,,0,2,1.62,0.08,,0,3,0,2014-05-14,HATNet
HAT-P-40,b,"HAT-P-40 b",Transit,0,1,4.45724,1.0E-5,-1.0E-5,0,3,,,,,2,0,,,0,3,88.3,0.9,-0.9,0,3,0.48,0.13,-0.13,0,3,Mass,1.52,0.17,-0.17,0,3,,,,,2,0,0,0,22h22m03.09s,+45d27m26.6s,335.512861,1.9E-5,45.457378,1.7E-5,1,470.68,6.57,-6.57,0,2,11.699,,0,"V (Johnson)",11.416,,0,6080,100,-100,0,4,1.03,0.4,-0.4,0,3,1.94,0.22,-0.22,0,4,0,2018-04-26,HATNet
HAT-P-41,b,"HAT-P-41 b",Transit,0,1,2.69405,4.0E-6,-4.0E-6,0,4,,,,,2,0,,,0,3,87.7,1,-1,0,3,1.19,0.6,-0.6,0,4,Mass,2.05,0.5,-0.5,0,4,,,,,2,0,0,0,19h49m17.44s,+04d40m20.7s,297.322651,1.7E-5,4.672421,1.7E-5,1,351.63,4.53,-4.53,0,2,11.087,,0,"V (Johnson)",10.939,,0,6390,100,-100,0,6,2.56,1.9,-1.9,0,5,2.05,0.5,-0.5,0,6,0,2018-04-26,HATNet
HAT-P-42,b,"HAT-P-42 b",Transit,0,1,4.641878,3.2E-5,-3.2E-5,0,3,0.0575,0.0011,-0.0011,0,2,0,,,0,2,85.9,1.3,-0.8,0,2,1.044,0.083,-0.083,0,2,Mass,1.28,0.153,-0.153,0,2,0.61,0.34,-0.15,0,2,0,0,0,09h01m22.65s,+06d05m50.0s,135.344391,3.6E-5,6.09723,3.3E-5,1,447,41,-41,0,2,12.168,0.03,0,"V (Johnson)",12.003,,0,5743,50,-50,0,3,1.18,0.07,-0.07,0,2,1.53,0.14,-0.14,0,3,0,2014-05-14,HATNet
HAT-P-43,b,"HAT-P-43 b",Transit,0,1,3.332687,1.5E-5,-1.5E-5,0,3,0.0443,0.0004,-0.0006,0,2,0,,,0,2,88.7,0.7,-0.7,0,2,0.662,0.06,-0.06,0,2,Mass,1.281,0.062,-0.033,0,2,0.39,0.05,-0.05,0,2,0,0,0,08h35m42.18s,+10d12m24.0s,128.925737,1.9E-5,10.206653,1.7E-5,2,542,22,-16,0,2,13.356,0.03,0,"V (Johnson)",13.216,,0,5645,74,-74,0,3,1.05,0.03,-0.04,0,2,1.1,0.04,-0.02,0,3,0,2014-05-14,HATNet
HAT-P-44,b,"HAT-P-44 b",Transit,0,2,4.301219,1.9E-5,-1.9E-5,0,2,0.0507,0.0007,-0.0007,0,1,0.044,0.052,-0.052,0,1,89.1,0.4,-0.4,0,1,0.352,0.029,-0.029,0,1,Mass,1.242,0.106,-0.051,0,1,0.23,0.04,-0.04,0,1,0,0,0,14h12m34.58s,+47d00m52.9s,213.144074,3.1E-5,47.014687,1.7E-5,1,363,31,-17,0,2,,,,,12.973,,0,5295,100,-100,0,2,0.94,0.04,-0.04,0,1,0.95,0.08,-0.04,0,2,0,2014-05-14,HATNet
HAT-P-44,c,"HAT-P-44 c","Radial Velocity",0,2,872.2,1.7,-1.7,0,1,1.752,0.025,-0.025,0,1,0.494,0.081,-0.081,0,1,,,,,0,4,1.4,-0.8,0,1,Msini,,,,,0,,,,,0,0,0,0,14h12m34.58s,+47d00m52.9s,213.144074,3.1E-5,47.014687,1.7E-5,1,363,31,-17,0,2,,,,,12.973,,0,5295,100,-100,0,2,0.94,0.04,-0.04,0,1,0.95,0.08,-0.04,0,2,0,2014-05-14,"W. M. Keck Observatory"
HAT-P-45,b,"HAT-P-45 b",Transit,0,1,3.128992,2.1E-5,-2.1E-5,0,3,0.0452,0.0007,-0.0007,0,2,0.049,0.063,-0.063,0,2,87.8,0.9,-0.9,0,2,0.892,0.137,-0.099,0,2,Mass,1.426,0.175,-0.087,0,2,0.38,0.09,-0.09,0,2,0,0,0,18h17m29.58s,-03d22m51.7s,274.373238,1.7E-5,-3.381036,1.7E-5,1,305,35,-17,0,2,,,,,12.398,,0,6330,100,-100,0,3,1.26,0.06,-0.06,0,2,1.32,0.15,-0.07,0,3,0,2014-05-14,HATNet
HAT-P-46,b,"HAT-P-46 b",Transit,0,1,4.463129,4.8E-5,-4.8E-5,0,2,0.0577,0.0014,-0.0009,0,1,0.123,0.12,-0.12,0,1,85.5,0.8,-2.3,0,1,0.493,0.082,-0.052,0,1,Mass,1.284,0.271,-0.133,0,1,0.28,0.1,-0.1,0,1,0,0,0,18h01m46.61s,-02d58m15.4s,270.444201,1.7E-5,-2.970947,1.7E-5,1,296,61,-29,0,2,,,,,11.684,,0,6120,100,-100,0,2,1.28,0.1,-0.06,0,1,1.4,0.29,-0.14,0,2,0,2014-05-14,HATNet
HAT-P-49,b,"HAT-P-49 b",Transit,0,1,2.69155,6.0E-6,-6.0E-6,0,3,,,,,2,0,,,0,3,86.2,1.7,-1.7,0,3,2.2,0.59,-0.59,0,3,Mass,1.59,0.18,-0.18,0,3,,,,,2,0,0,0,20h21m45.94s,+26d41m33.5s,305.441397,1.7E-5,26.692652,1.7E-5,1,353.89,3.56,-3.56,0,2,10.326,0.01,0,"V (Johnson)",10.207,,0,6820,52,-52,0,4,2.22,0.83,-0.83,0,3,2.06,0.23,-0.23,0,4,0,2018-04-26,HATNet
HAT-P-54,b,"HAT-P-54 b",Transit,0,1,3.799847,1.4E-5,-1.4E-5,0,2,0.04117,0.00043,-0.00043,0,2,0.074,,,1,2,87.04,0.084,-0.084,0,2,0.76,0.032,-0.032,0,2,Mass,0.944,0.028,-0.028,0,2,1.118,0.098,-0.098,0,2,0,0,0,06h39m35.52s,+25d28m57.1s,99.898003,0,25.48254,0,1,144.25,0.58,-0.58,0,1,13.6,,0,Kepler-band,13.017,,0,4390,50,-50,0,3,0.65,0.02,-0.02,0,2,0.62,0.01,-0.01,0,3,0,2015-04-24,HATNet
HATS-1,b,"HATS-1 b",Transit,0,1,3.446459,4.0E-6,-4.0E-6,0,2,0.0444,0.0008,-0.0008,0,2,0.12,0.092,-0.092,0,2,85.6,0.6,-1.4,0,2,1.855,0.262,-0.196,0,2,Mass,1.302,0.162,-0.098,0,2,1.03,0.25,-0.25,0,2,0,0,0,11h42m06.08s,-23d21m17.4s,175.525336,1.9E-5,-23.354836,1.9E-5,1,303,38,-23,0,2,12.053,0.017,0,"V (Johnson)",11.936,,0,5870,100,,0,3,0.99,0.05,,0,2,1.04,0.13,,0,3,0,2014-05-14,HATSouth
HATS-2,b,"HATS-2 b",Transit,0,1,1.354133,1.0E-6,-1.0E-6,0,2,0.023,0.0003,-0.0003,0,2,0,,,0,2,87.2,0.7,-0.7,0,2,1.345,0.15,-0.15,0,2,Mass,1.168,0.03,-0.03,0,2,1.05,0.14,-0.14,0,2,0,0,0,11h46m57.38s,-22d33m46.8s,176.739094,1.9E-5,-22.562992,1.7E-5,1,360,11,-11,0,2,13.562,0.016,0,"V (Johnson)",13.342,,0,5227,95,-95,0,3,0.88,0.04,-0.04,0,2,0.9,0.02,-0.02,0,3,0,2014-05-14,HATSouth
HATS-3,b,"HATS-3 b",Transit,0,1,3.547851,5.0E-6,-5.0E-6,0,4,0.0485,0.0004,-0.0006,0,3,0,,,0,4,86.2,0.3,-0.3,0,4,1.071,0.136,-0.136,0,4,Mass,1.381,0.035,-0.035,0,4,0.51,0.07,-0.07,0,2,0,0,0,20h49m49.79s,-24d25m43.7s,312.45744,1.9E-5,-24.428793,1.9E-5,1,453,11,-11,0,2,12.44,0.2,0,"V (Johnson)",11.891,,0,6351,76,-76,0,5,1.21,0.04,-0.04,0,4,1.4,0.03,-0.03,0,5,0,2014-05-14,HATSouth
HATS-4,b,"HATS-4 b",Transit,0,1,2.516729,2.0E-6,-2.0E-6,0,2,0.0362,0.0002,-0.0002,0,2,0.013,0.016,-0.016,0,2,88.5,0.6,-0.6,0,2,1.323,0.028,-0.028,0,2,Mass,1.02,0.037,-0.037,0,2,1.55,0.16,-0.16,0,2,0,0,0,06h16m26.90s,-22d32m48.8s,94.112075,1.7E-5,-22.546885,1.7E-5,1,420,12,-12,0,2,13.459,0.017,0,"V (Johnson)",13.286,,0,5403,50,-50,0,3,1,0.02,-0.02,0,2,0.93,0.02,-0.02,0,3,0,2014-07-02,HATSouth
HATS-5,b,"HATS-5 b",Transit,0,1,4.763387,1.0E-5,-1.0E-5,0,2,0.0542,0.0006,-0.0006,0,2,0.019,0.019,-0.019,0,2,89.3,0.3,-0.3,0,2,0.237,0.012,-0.012,0,2,Mass,0.912,0.025,-0.025,0,2,0.39,0.04,-0.04,0,2,0,0,0,04h28m53.49s,-21d28m54.9s,67.222871,2.2E-5,-21.481916,1.7E-5,1,257,8,-8,0,2,12.63,0.03,0,"V (Johnson)",12.429,,0,5304,50,-50,0,3,0.94,0.03,-0.03,0,2,0.87,0.02,-0.02,0,3,0,2014-05-14,HATSouth
HATS-6,b,"HATS-6 b",Transit,0,1,3.3252725,2.1E-6,-2.1E-6,0,1,0.03623,0.00042,-0.00057,0,1,0,,,0,1,88.21,0.084,-0.084,0,1,0.319,0.07,-0.07,0,1,Mass,0.998,0.019,-0.019,0,1,0.399,0.089,-0.089,0,1,0,0,0,05h52m35.23s,-19d01m54.0s,88.146797,1.7E-5,-19.031656,1.7E-5,1,148.4,3.3,-3.3,0,2,15.16,0.024,0,"V (Johnson)",14.36,,0,3724,18,-18,0,2,0.57,0.02,-0.03,0,1,0.57,0.01,-0.01,0,2,0,2015-05-14,HATSouth
"HD 142",b,"HD 142 b","Radial Velocity",0,2,349.7,1.2,-1.2,0,3,1.02,0.03,-0.03,0,3,0.17,0.06,-0.06,0,3,,,,,0,1.25,0.15,-0.15,0,3,Msini,,,,,0,,,,,0,0,0,0,00h06m19.18s,-49d04m30.7s,1.579898,1.0E-6,-49.075191,1.0E-6,4,26.21,0.04,-0.04,0,4,5.7,,0,"V (Johnson)",5.565,,0,6245,48,-48,0,12,1.23,0.22,-0.16,0,9,1.47,0.04,-0.04,0,5,0,2014-08-21,"Anglo-Australian Telescope"
"HD 85390",b,"HD 85390 b","Radial Velocity",0,1,799.52,2.41,-2.41,0,3,1.373,0.035,-0.035,0,3,0.5,0.05,-0.05,0,3,,,,,0,0.099,0.01,-0.01,0,3,Msini,,,,,0,,,,,0,0,0,0,09h50m02.50s,-49d47m25.0s,147.510406,2.0E-6,-49.790268,2.0E-6,2,33.56,0.04,-0.04,0,2,8.526,0.014,0,"V (Johnson)",8.295,,0,5186,,,0,5,0.76,,,0,4,,,,,2,0,2019-03-14,"La Silla Observatory"
"HD 85512",b,"HD 85512 b","Radial Velocity",0,1,58.43,0.13,-0.13,0,2,0.26,0,0,0,2,0.11,0.1,-0.1,0,2,,,,,1,0.01,0,0,0,2,Msini,,,,,0,,,,,0,0,0,0,09h51m07.05s,-43d30m10.0s,147.779388,2.0E-6,-43.502789,2.0E-6,4,11.28,0.01,-0.01,0,4,7.67,,0,"V (Johnson)",7.187,,0,4300,45,-45,0,5,0.43,0.1,-0.1,0,5,0.71,0.02,-0.02,0,4,0,2018-09-06,"La Silla Observatory"
"HD 86081",b,"HD 86081 b","Radial Velocity",0,1,2.1378431,3.1E-6,-3.1E-6,0,3,0.0346,0.0027,-0.0027,0,3,0.0119,0.0047,-0.0047,0,3,,,,,0,1.48,0.23,-0.23,0,3,Msini,,,,,0,,,,,0,0,0,0,09h56m05.92s,-03d48m30.3s,149.024658,3.0E-6,-3.808422,2.0E-6,2,104.24,0.55,-0.55,0,2,8.73,,0,"V (Johnson)",8.588,,0,5939,,,0,5,1.21,0.28,-0.28,0,5,1.46,0.14,-0.14,0,5,0,2018-09-27,"W. M. Keck Observatory"
"HD 86226",b,"HD 86226 b","Radial Velocity",0,2,1628,22,-21,0,3,2.73,0.06,-0.06,0,3,0.059,0.062,-0.039,0,3,,,,0,0,0.45,0.04,-0.05,0,3,Mass,,,,0,0,,,,0,0,0,0,0,09h56m29.85s,-24d05m57.8s,149.124359,2.0E-6,-24.09939,2.0E-6,2,45.57,0.12,-0.12,0,4,7.932,0.013,0,"V (Johnson)",7.771,,0,5863,88,-88,0,4,1.02,0.06,-0.07,0,4,1.05,0.03,-0.03,0,3,0,2020-08-13,"Las Campanas Observatory"
"HD 86264",b,"HD 86264 b","Radial Velocity",0,1,1475,55,-55,0,1,2.86,0.07,-0.07,0,1,0.7,0.2,-0.2,0,1,,,,,0,7,1.6,-1.6,0,1,Msini,,,,,0,,,,,0,0,0,0,09h56m57.84s,-15d53m42.4s,149.240997,2.0E-6,-15.895122,2.0E-6,2,67.94,0.27,-0.27,0,2,7.407,0.011,0,"V (Johnson)",7.284,,0,6210,44,-44,0,4,1.42,0.05,-0.05,0,2,1.88,0.12,-0.12,0,2,0,2015-04-24,"Lick Observatory"
"HD 87883",b,"HD 87883 b","Radial Velocity",0,1,2754,87,-87,0,2,3.58,0.1,-0.1,0,2,0.53,0.12,-0.12,0,2,,,,,0,1.54,0.26,-0.26,0,2,Msini,,,,,0,,,,,0,0,0,0,10h08m43.14s,+34d14m32.1s,152.179749,2.0E-6,34.24226,1.0E-6,3,18.3,0.01,-0.01,0,4,7.55,0.02,0,"V (Johnson)",7.272,,0,4915,73,-73,0,5,0.66,0.09,-0.09,0,3,0.79,0.03,-0.03,0,4,0,2018-09-06,"Lick Observatory"
"HD 88133",b,"HD 88133 b","Radial Velocity",0,1,3.414884,3.0E-5,-3.0E-5,0,6,0.0479,0.0033,-0.0033,0,6,0.031,0.021,-0.021,0,6,,,,,1,0.2845,0.0063,-0.0063,0,7,Msini,,,,,0,,,,,0,0,0,0,10h10m07.68s,+18d11m12.7s,152.531982,3.0E-6,18.186871,1.0E-6,2,73.77,0.3,-0.3,0,2,8.01,,0,"V (Johnson)",7.81,,0,5392,,,0,9,1.26,,,0,7,2.2,,,0,7,0,2018-12-06,"W. M. Keck Observatory"
"HD 89307",b,"HD 89307 b","Radial Velocity",0,1,2166,38,-38,0,5,3.27,0.07,-0.07,0,5,0.2,0.05,-0.05,0,5,,,,,0,2.11,0.21,-0.21,0,5,Msini,,,,,0,,,,,0,0,0,0,10h18m21.29s,+12d37m16.0s,154.588699,2.0E-6,12.621108,2.0E-6,2,32.04,0.05,-0.05,0,2,7.009,0.011,0,"V (Johnson)",6.868,,0,5955,14,-14,0,5,1.27,0.12,-0.12,0,5,1.1,0.01,-0.01,0,5,0,2018-09-06,"Lick Observatory"
"HD 89744",b,"HD 89744 b","Radial Velocity",0,1,256.78,0.02,-0.02,0,3,0.917,0.009,-0.009,0,3,0.677,0.003,-0.003,0,3,,,,,0,8.35,0.18,-0.18,0,3,Msini,,,,,0,,,,,0,0,0,0,10h22m10.56s,+41d13m46.3s,155.544006,1.0E-6,41.22953,1.0E-6,2,38.68,0.11,-0.11,0,5,5.72,0.009,0,"V (Johnson)",5.586,,0,6291,,,0,6,1.86,,,0,5,,,,,2,0,2019-03-14,"Fred Lawrence Whipple Observatory"
"HD 90156",b,"HD 90156 b","Radial Velocity",0,1,49.77,0.07,-0.07,0,1,0.25,0.004,-0.004,0,1,0.31,0.1,-0.1,0,1,,,,,0,0.057,0.005,-0.005,0,1,Msini,,,,,0,,,,,0,0,0,0,10h23m55.28s,-29d38m43.9s,155.980316,2.0E-6,-29.645529,2.0E-6,3,21.96,0.02,-0.02,0,3,6.92,0.01,0,"V (Johnson)",6.74,,0,5599,12,-12,0,4,0.84,,,0,4,,,,,3,0,2014-05-14,"La Silla Observatory"
"HD 92788",b,"HD 92788 b","Radial Velocity",0,2,325.803,0.036525,-0.036525,0,5,0.97,0.02,-0.02,0,5,0.35,0.004,-0.005,0,5,,,,,0,3.76,0.16,-0.15,0,5,Msini,,,,,0,,,,,0,0,0,0,10h42m48.53s,-02d11m01.5s,160.702209,3.0E-6,-2.183756,2.0E-6,2,34.69,0.06,-0.06,0,2,7.31,,0,"V (Johnson)",7.139,,0,5744,24,-24,0,10,1.15,0.07,-0.07,0,10,1.14,0.02,-0.02,0,6,0,2019-04-11,"Multiple Observatories"
"HD 93083",b,"HD 93083 b","Radial Velocity",0,1,143.58,0.6,-0.6,0,1,0.477,,,0,1,0.14,0.03,-0.03,0,1,,,,,0,0.37,,,0,1,Msini,,,,,0,,,,,0,0,0,0,10h44m20.91s,-33d34m37.3s,161.087143,3.0E-6,-33.577023,2.0E-6,3,28.54,0.04,-0.04,0,4,8.3,0,0,"V (Johnson)",8.042,,0,4995,50,-50,0,6,0.7,0.04,-0.04,0,4,,,,,3,0,2014-05-14,"La Silla Observatory"
